allele	status	v15_system	current_system	v15_phenotype	current_phenotype
KLF1*BGM52	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM52
KLF1*BGM53	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM53
KLF1*BGM54	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM54
KLF1*BGM55	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM55
KLF1*BGM56	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM56
KLF1*BGM57	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM57
KLF1*BGM58	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM58
KLF1*BGM59	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM59
KLF1*BGM60	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM60
KLF1*BGM61	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM61
KLF1*BGM62	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM62
KLF1*BGM63	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM63
KLF1*BGM64	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM64
KLF1*BGM65	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM65
KN*01	phen_changed	KN	KN	KN:1 or Kn(a+) KN:3 or McC(a+) KN:4 or S11+ KN:5 or Yk(a+) KN:8 or S13+ KN:9 or KCAM+ KN:11 or DACY+	KN:1
KN*01.-05	phen_changed	KN	KN	KN:5 or Yk(a-)	KN:5
KN*01.-08	phen_changed	KN	KN	KN:-8 or Sl3-	KN:–8
KN*01.06	phen_changed	KN	KN	KN:-4 or Sl1- KN:-3,6 or McC(a-b+) KN:7 or Vil+ KN:-9 or KCAM- KN:10 or KDAS+	KN:6
KN*01.07	phen_changed	KN	KN	KN:7 or Vil+ KN:-9 or KCAM- KN:10 or KDAS+	KN:7
KN*02	phen_changed	KN	KN	KN:2 or Kn(a-b+)	KN:2
LU*01	phen_changed	LU	LU	LU:1 or Lu(a+)	LU:1
LU*02	phen_changed	LU	LU	LU:2 or Lu(b+)	Lu(b+)
LU*02.-22	phen_changed	LU	LU	LU:-22, LURC-	LU:-22
LU*02.-23	phen_changed	LU	LU	LU:-23, LUIT-	LU:-23
LU*02.-24	phen_changed	LU	LU	LU:-24, LUGA-	LU:-24
LU*02.-25	phen_changed	LU	LU	LU:-25, LUAC-	LU:-25
LU*02.-26	phen_changed	LU	LU	LU:-26, LUBI-	LU:-26
LU*02.09	phen_changed	LU	LU	LU:-6,9	LU:--6,9
LU*02.14	phen_changed	LU	LU	LU:-8,14	LU:--8,14
LU*02.19	phen_changed	LU	LU	LU:-18,19 or Au(a-b+)	LU:-18,19
LU*02.19.14	phen_changed	LU	LU	LU:-18,19,-8,14	LU:--18,19,-8,14
LU*02N.01	phen_changed	LU	LU	Lunull	Lu(a–b–)
LU*02N.03	phen_changed	LU	LU	Lunull	Lu(a–b–)
LU*02N.04	phen_changed	LU	LU	Lunull	Lu(a–b–)
LW*05	phen_changed	LW	LW	LW:5 or LW(a+)	LW:5
LW*05N.01	phen_changed	LW	LW	LW:–6 or LW(a–b–)	LW:–6
LW*07	phen_changed	LW	LW	LW:7 or LW(b+)	LW:7
OK*01.-01	phen_changed	OK	OK	OK:–1 or Ok(a–)	Ok(a–)
OK*01.-02	phen_changed	OK	OK	OK:–2 or OKGV–	OKGV–
OK*01.-03	phen_changed	OK	OK	OK:–3 or OKVM–	OKVM–
OK*01.01	phen_changed	OK	OK	OK:1 or Ok(a+)	Ok(a+)
RAPH*01	phen_changed	RAPH	RAPH	RAPH:1 or MER2+	RAPH:1
RAPH*01N.01	phen_changed	RAPH	RAPH	RAPHnull	RAPH:−1
RHAG*01	phen_changed	RHAG	RHAG	RHAG:1 or Duclos+	RHAG:1
RHD*01	phen_changed	RHD	RHD	D RH:1	D
RHD*01.01	phen_changed	RHD	RHD	Normal D antigen	NaN
RHD*01EL.01	phen_changed	RHD	RHD	Del	NaN
RHD*01EL.02	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.03	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.04	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.05	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.06	phen_changed	RHD	RHD	Del or weak D	DEL
RHD*01EL.07	phen_changed	RHD	RHD	Del or weak D	DEL
RHD*01EL.08	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.09	phen_changed	RHD	RHD	Del or D negative	DEL
RHD*01EL.10	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.11	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.12	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.13	phen_changed	RHD	RHD	Del or D negative	DEL
RHD*01EL.14	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.16	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.18	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.19	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.20	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.21	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.24	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.25	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.26	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.28	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.29	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.31	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.32	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.33	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.36	phen_changed	RHD	RHD	Del	NaN
RHD*01EL.39	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.40	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.41	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.42	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.43	phen_changed	RHD	RHD	Del	DEL
RHD*01EL.45	phen_changed	RHD	RHD	Del	DEL
RHD*01N.01	phen_changed	RHD	RHD	D-	d
RHD*01N.57	phen_changed	RHD	RHD	D-Del	D-
RHD*01W.1	phen_changed	RHD	RHD	Type 1	NaN
RHD*01W.25	phen_changed	RHD	RHD	Type 25	NaN
RHD*01W.28	phen_changed	RHD	RHD	Type 28	NaN
RHD*01W.3	phen_changed	RHD	RHD	Type 3	NaN
RHD*01W.33	phen_changed	RHD	RHD	Type 33	NaN
RHD*01W.45	phen_changed	RHD	RHD	Type 45	NaN
RHD*01W.45.1	phen_changed	RHD	RHD	Type45.1	Type 45.1
RHD*01W.45.2	phen_changed	RHD	RHD	Type45.2	Type 45.2
RHD*01W.66	phen_changed	RHD	RHD	Type 66	NaN
RHD*03.01	phen_changed	RHD	RHD	DIIIa RH:54 (DAK+)	NaN
RHD*03.02	phen_changed	RHD	RHD	DIllb Caucasian RH:54 (DAK+) RH:-12 (G-)	DIIIb
RHD*03.04	phen_changed	RHD	RHD	DIII type 4	NaN
RHD*03.04.02	phen_changed	RHD	RHD	Not tested	NaN
RHD*03.06	phen_changed	RHD	RHD	DIII type 6	NaN
RHD*03.07	phen_changed	RHD	RHD	DIII type 7 (likely the historically defined DIIIb)	DIII type 7
RHD*04.01	phen_changed	RHD	RHD	DIVa RH30+ (Goa+)	NaN
RHD*04.05	phen_changed	RHD	RHD	DIV type 5	NaN
RHD*05.04	phen_changed	RHD	RHD	DV Type 4 RH:23 (Dw+)	NaN
RHD*05.05	phen_changed	RHD	RHD	DV type 5 RH:-23 (Dw-)	DV type 5 (Dw+)
RHD*05.06	phen_changed	RHD	RHD	DV type 6	DV type 6 (Dw-)
RHD*06.01	phen_changed	RHD	RHD	DVI type 1 RH:-52 (BARC-)	DVI type 1 (BARC─)
RHD*06.02	phen_changed	RHD	RHD	DVI type 2 RH:52 (BARC+)	DVI type 2 (BARC+)
RHD*06.03.01	phen_changed	RHD	RHD	DVI type 3 RH:52 BARC+	DVI type 3 BARC+
RHD*06.03.02	phen_changed	RHD	RHD	DVI type 3.2 BARC not tested	DVI type 3.2 BARC
RHD*06.04	phen_changed	RHD	RHD	DVI type 4 RH:52 (BARC+)	DVI type 4 (BARC+)
RHD*07.01	phen_changed	RHD	RHD	DVII RH:40 (Tar+)	NaN
RHD*08.01	phen_changed	RHD	RHD	DFV	NaN
RHD*08N.01	phen_changed	RHD	RHD	D-	NaN
RHD*09.01.00	phen_changed	RHD	RHD	DAR1 (weak D 4.2)	DAR1(weak D 4.2)
RHD*09.01.01	phen_changed	RHD	RHD	DAR1.1 (weak D 4.2.1)	DAR1.1(weak D 4.2.1)
RHD*09.01.02	phen_changed	RHD	RHD	DAR1.2 (weak D 4.2.2)	DAR1.2(weak D 4.2.2)
RHD*09.01.03	phen_changed	RHD	RHD	DAR1.3 (weak D 4.2.3)	DAR1.3(weak D 4.2.3)
RHD*09.03	phen_changed	RHD	RHD	DAR3 (weak partial D 4.0.1)	DAR3(weak partial D4.0.1)
RHD*09.03.01	phen_changed	RHD	RHD	DAR3.1 (weak partial D 4.0)	NaN
RHD*09.04	phen_changed	RHD	RHD	DAR4 (weak D 4.1)	DAR4(weak D 4.1)
RHD*09.05	phen_changed	RHD	RHD	DAR5 (weak D 4.3 or Del)	DAR5(weak D 4.3 or RHD*DAR5 Del)
RHD*09.06	phen_changed	RHD	RHD	DAR6 Or DAR(CE2:V50V-S68N)	DAR6 or DAR(CE2:V50V-S68N)
RHD*10.00	phen_changed	RHD	RHD	DAUO	NaN
RHD*10.00.01	phen_changed	RHD	RHD	DAU0.01	NaN
RHD*10.00.02	phen_changed	RHD	RHD	DAU0.02	NaN
RHD*10.03	phen_changed	RHD	RHD	DAU3	NaN
RHD*10.05	phen_changed	RHD	RHD	DAU5	NaN
RHD*10.06	phen_changed	RHD	RHD	DAU6	NaN
RHD*10.14	phen_changed	RHD	RHD	DAU14	NaN
RHD*10.15	phen_changed	RHD	RHD	RHD(M1V,T379M) Or DAU15	DAU15 weak partial 11
RHD*11	phen_changed	RHD	RHD	weak partial 11 or Del	DAU11
RHD*12.01	phen_changed	RHD	RHD	DOL1 RH:54(DAK+)	DOL1
RHD*12.02	phen_changed	RHD	RHD	DOL2 RH:54(DAK+)	DOL2
RHD*15	phen_changed	RHD	RHD	Weak partial Type 15	NaN
RHD*21	phen_changed	RHD	RHD	Weak partial Type 21	Weak partial
RHD*25	phen_changed	RHD	RHD	DNB	NaN
RHD*29	phen_changed	RHD	RHD	DYU	DYU(DQC)
RHD*30	phen_changed	RHD	RHD	(DQC)	DTO
RHD*31	phen_changed	RHD	RHD	(DQC)	DVL1
RHD*33	phen_changed	RHD	RHD	DWI (DWLLE)	DWI(DWLLE)
RHD*34	phen_changed	RHD	RHD	DIM (DlleM)	DIM(DIleM)
RHD*37	phen_changed	RHD	RHD	DUC2	NaN
RHD*38	phen_changed	RHD	RHD	RHD*DNT	DNT
RHD*39	phen_changed	RHD	RHD	RHD(S103P) RH:-12 (G-)	RHD(S103P)
RHD*42	phen_changed	RHD	RHD		DCC
RHD*50	phen_changed	RHD	RHD	RHD (A354T)	RHD(A354T)
RHD*59	phen_changed	RHD	RHD	RHD(F175L)	NaN
SC*01	phen_changed	SC	SC	SC:1 or Sc1+	SC:1
SC*01.-05	phen_changed	SC	SC	SC:-5 or STAR-	SC:–5
SC*01.-06	phen_changed	SC	SC	SC:-6 or SCER-	SC:–6
SC*01.-07	phen_changed	SC	SC	SC:-7 or SCAN-	SC:–7
SC*01.04	phen_changed	SC	SC	SC:4 or Rd+	SC:4
SC*01N.01	phen_changed	SC	SC	SC:-3 or SC:-1-2-3	SC:–3
SC*01N.02	phen_changed	SC	SC	SC:-3 or SC:-1-2-3	SC:–3
SC*02	phen_changed	SC	SC	SC:2 or Sc2+	SC:2
VEL*01	phen_changed	VEL	VEL	VEL:1 or VEL+	Vel+
VEL*01W.01	phen_changed	VEL	VEL	VELweak	Vel weak
VEL*01W.02	phen_changed	VEL	VEL	VELweak / Vel-	Vel weak/Vel–
XG*01	phen_changed	XG	XG	Xga	Xg(a)
XK*01	phen_changed	XK	XK	XK:1 or Kx+	Xg(?)
YT*01	phen_changed	YT	YT	YT:1,-2 or Yt(a+b-)	Yt(a+)
YT*02	phen_changed	YT	YT	YT:-1,2 or Yt(a-b+)	Yt(b+)
